time,Label,Storm_id,lat,lon,speed_ms,speed_kt,heading_deg
2020-11-02 15:00:00,hurricane,Hurricane_Eta,13.5,-84.1,3.1743811516879794,6.170489057897162,251.1095225166286
2020-11-02 18:00:00,hurricane,Hurricane_Eta,13.4,-84.3,2.251844312142034,4.377225047714171,242.81558654161836
2020-11-02 21:00:00,hurricane,Hurricane_Eta,13.3,-84.5,2.252585074672092,4.378664971550599,242.82510284372643
2020-11-03 00:00:00,hurricane,Hurricane_Eta,13.2,-84.7,2.2533204727881166,4.380094467824453,242.83454180042173
2020-11-03 03:00:00,hurricane,Hurricane_Eta,13.1,-85.0,3.179091396786124,6.1796450207287394,251.13760821551173
2020-11-03 06:00:00,hurricane,Hurricane_Eta,13.0,-85.2,2.2547751609840274,4.382922148927192,242.85318813976994
2020-11-03 09:00:00,hurricane,Hurricane_Eta,13.1,-85.4,2.2547751609840274,4.382922148927192,297.19197217431673
2020-11-03 12:00:00,hurricane,Hurricane_Eta,13.2,-85.6,2.2540505027842244,4.381513529332087,297.20159676871594
2020-11-03 15:00:00,hurricane,Hurricane_Eta,13.3,-85.8,2.2533204727881166,4.380094467824453,297.2112983393178
2020-11-03 18:00:00,hurricane,Hurricane_Eta,13.4,-86.0,2.252585074672092,4.378664971550599,297.22107699990033
2020-11-03 21:00:00,hurricane,Hurricane_Eta,13.4,-86.2,2.003106286475808,3.893718123903134,270.0231748126172
2020-11-12 00:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 03:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 06:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 09:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 12:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 15:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 18:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-12 21:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-13 00:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-13 03:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-13 06:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-13 09:00:00,hurricane,Hurricane_Iota,,,,,
2020-11-13 12:00:00,hurricane,Hurricane_Iota,12.06,-74.8,,,
2020-11-13 15:00:00,hurricane,Hurricane_Iota,14.2,-74.3,22.596154833153875,43.92330961087783,12.762646592432247
2020-11-13 18:00:00,hurricane,Hurricane_Iota,14.0,-74.2,2.2885124903742775,4.448502119289135,154.11738522410644
2020-11-13 21:00:00,hurricane,Hurricane_Iota,13.8,-74.3,2.288891997465149,4.4492398203526555,205.90202841281766
2020-11-14 00:00:00,hurricane,Hurricane_Iota,13.7,-74.3,1.0295826541162991,2.001343946377427,180.0
2020-11-14 03:00:00,hurricane,Hurricane_Iota,13.6,-74.2,1.4356341634125191,2.7906431122077913,135.80887146292395
2020-11-14 06:00:00,hurricane,Hurricane_Iota,13.5,-74.5,3.1743811516879794,6.170489057897162,251.1095225166286
2020-11-14 09:00:00,hurricane,Hurricane_Iota,13.5,-74.8,3.003405423307747,5.838139598042531,270.0350168802194
2020-11-14 12:00:00,hurricane,Hurricane_Iota,13.0,-75.5,8.701375611084934,16.914081967851338,233.80866141632032
2020-11-14 15:00:00,hurricane,Hurricane_Iota,12.7,-76.2,7.675484158093603,14.91991312586867,246.34877633216158
2020-11-14 18:00:00,hurricane,Hurricane_Iota,12.6,-76.4,2.257620003292733,4.388452067200546,242.8895577025554
2020-11-14 21:00:00,hurricane,Hurricane_Iota,12.6,-76.5,1.0047869638846323,1.9531450918775037,270.01090716470657
2020-11-15 00:00:00,hurricane,Hurricane_Iota,12.6,-76.9,4.01914749141055,7.812579659703483,270.0436288170484
2020-11-15 03:00:00,hurricane,Hurricane_Iota,12.7,-77.0,1.4384861444999828,2.7961869071248464,315.71484533493833
2020-11-15 06:00:00,hurricane,Hurricane_Iota,13.0,-77.0,3.0887479623488607,6.004031839132209,0.0
2020-11-15 09:00:00,hurricane,Hurricane_Iota,13.1,-77.3,3.180247423053767,6.181892150828835,288.9232581872159
2020-11-15 12:00:00,hurricane,Hurricane_Iota,13.2,-77.8,5.117560813491754,9.947719411697811,281.6631328596336
2020-11-15 15:00:00,hurricane,Hurricane_Iota,13.3,-78.5,7.090367876473773,13.78254069300478,278.42947484006874
2020-11-15 18:00:00,hurricane,Hurricane_Iota,13.1,-78.9,4.507370452577301,8.761606980537861,242.86214740561417
2020-11-15 21:00:00,hurricane,Hurricane_Iota,13.3,-79.3,4.507370452577175,8.761606980537616,297.2291934331926
